ORIGIN;;DESTINATION;;TTE;;20' E;20' (< 8tn);20' (< 16,5tn);20' (< 22tn);20' (< 32tn);20' (> 32tn);25' E;25' (< 8tn);25' (< 16,5tn);25' (< 22tn);25' (< 32tn);25' (> 32tn);30' E;30' (< 8tn);30' (< 16,5tn);30' (< 22tn);30' (< 32tn);30' (> 32tn);40' E;40' (< 8tn);40' (< 16,5tn);40' (< 22tn);40' (< 32tn);40'(> 32tn);45' E;45' (< 8tn);45' (< 16,5tn);45' (< 22tn);45' (< 32tn);45' (> 32tn);BOOKING FEE;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RED MULTICLIENTE RENFE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F (>20,5 tn);20' F (>30 tn);;;;;;;30' E;30' F;30' F;30' F;30' F;30' F (>30tn);40' E;40' F;40' F;40' F;40' F;40' F;45' E;45' F;45' F;45' F;45' F;45' F;0;;;;
DUISBURG DIT;FOT;KOLBUSZOWA;FOT;4;3;;384;384;384;554;724;;;;;;;;554;554;554;724;724;;724;724;724;724;724;;724;724;724;724;724;;264;374;484;484
DUISBURG DIT;FOT;BREST;FOT;6;2;;484;484;484;704;924;;;;;;;;704;704;704;924;924;;924;924;924;924;924;;924;924;924;924;924;;394;494;594;594
FRANKFURT ODER;FOT;DUISBURG DIT;FOT;3;3;;194;194;194;269;344;;;;;;;;269;269;269;344;344;;344;344;344;344;344;;344;344;344;344;344;;164;224;284;284
POZNAN;FOT;DUISBURG DIT;FOT;3;3;;244;244;244;344;444;;;;;;;;344;344;344;444;444;;444;444;444;444;444;;444;444;444;444;444;;224;314;404;404
KUTNO;FOT;DUISBURG DIT;FOT;4;3;;294;294;294;419;544;;;;;;;;419;419;419;544;544;;544;544;544;544;544;;544;544;544;544;544;;264;374;484;484
BRZEG DOLNY;FOT;DUISBURG DIT;FOT;4;3;;294;294;294;419;544;;;;;;;;419;419;419;544;544;;544;544;544;544;544;;544;544;544;544;544;;264;374;484;484
GLIWICE;FOT;DUISBURG DIT;FOT;5;3;;344;344;344;494;644;;;;;;;;494;494;494;644;644;;644;644;644;644;644;;644;644;644;644;644;;264;374;484;484
KOLBUSZOWA;FOT;DUISBURG DIT;FOT;6;3;;384;384;384;554;724;;;;;;;;554;554;554;724;724;;724;724;724;724;724;;724;724;724;724;724;;264;374;484;484
BREST;FOT;DUISBURG DIT;FOT;8;2;;484;484;484;704;924;;;;;;;;704;704;704;924;924;;924;924;924;924;924;;924;924;924;924;924;;394;494;594;594
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TP NOVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F;20' F;;;;;;;30' E;30' F;30' F;30' F;30' F;30' F;40' E;40' F (<20tn);40' F (<20tn);40' F (<20tn);40' F (<20tn);40' F (>20tn);45' E;45' F;45' F;45' F;45' F;45' F;30;;;;
TARRAGONA ENTREVÍAS;FOT;BARCELONA BEST;FOT;2;5;90;120;120;120;120;120;;;;;;;100;130;130;130;130;130;110;150;150;150;150;150;;;;;;;30;;;;
BARCELONA BEST;FOT;TARRAGONA ENTREVÍAS;FOT;2;5;90;120;120;120;120;120;;;;;;;100;130;130;130;130;130;110;150;150;150;150;150;;;;;;;30;;;;
TARRAGONA ENTREVÍAS;FOT;BARCELONA APM TERMINAL;FOT;2;5;90;120;120;120;120;120;;;;;;;100;130;130;130;130;130;110;150;150;150;150;150;;;;;;;30;;;;
BARCELONA APM TERMINAL;FOT;TARRAGONA ENTREVÍAS;FOT;2;5;90;120;120;120;120;120;;;;;;;100;130;130;130;130;130;110;150;150;150;150;150;;;;;;;30;;;;
ALGECIRAS - TTI;FOR;CÓRDOBA EL HIGUERÓN;FOR;2;3;80;130;130;130;130;130;;;;;;;100;130;130;130;130;130;115;170;170;170;195;195;;;;;;;30;;;;
CÓRDOBA EL HIGUERÓN;FOR;ALGECIRAS - TTI;FOR;2;3;80;130;130;130;130;130;;;;;;;100;130;130;130;130;130;115;170;170;170;195;195;;;;;;;30;;;;
ALGECIRAS - TTI;FOT;MADRID COSLADA;FOT;2;5;248;448;448;448;448;448;;;;;;;;;;;;;375;448;448;448;448;448;335;365;365;365;365;365;30;;;;
MADRID COSLADA;FOT;ALGECIRAS - TTI;FOT;2;5;248;448;448;448;448;448;;;;;;;;;;;;;375;448;448;448;448;448;335;365;365;365;365;365;30;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUTCHINSON LOGISTICS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F;20' F;;;;;;;;;;;;;40' E;40' F;40' F;40' F;40' F;40' F;;;;;;;;;;;
BARCELONA BEST;FOR;NOAIN;FOT;2;2;180;260;260;260;260;260;;;;;;;;;;;;;240;325;325;325;325;325;;;;;;;30;;;;
NOAIN;FOT;BARCELONA BEST;FOR;2;2;180;260;260;260;260;260;;;;;;;;;;;;;240;325;325;325;325;325;;;;;;;30;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' F (< 8tn);20' F (< 8tn);20' F (< 16,5tn);20' F (< 22tn);20' F (< 24tn);20' F (< 27tn);25' F (< 8tn);25' F (< 8tn);25' F (< 16,5tn);25' F (< 22tn);25' F (< 24tn);25' F (< 27tn);30' F (< 8tn);30' F (< 8tn);30' F (< 16,5tn);30' F (< 22tn);30' F (< 24tn);30' F (< 27tn);40' F (< 8tn);40' F (< 8tn);40' F (< 16,5tn);40' F (< 22tn);40' F (< 24tn);40' F (< 27tn);45' F (< 8tn);45' F (< 8tn);45' F (< 16,5tn);45' F (< 22tn);45' F (< 24tn);45' F (< 27tn);;;;;
ANTWERPEN MAINHUB;FOT;GRANOLLERS;FOT;3;4;585;585;890;890;890;890;585;585;890;890;890;890;585;585;890;890;890;890;711;711;985;985;985;985;1050;1050;1050;1050;1050;1050;;;;;
GRANOLLERS;FOT;ANTWERPEN MAINHUB;FOT;3;4;585;585;890;890;890;890;585;585;890;890;890;890;585;585;890;890;890;890;711;711;985;985;985;985;1050;1050;1050;1050;1050;1050;;;;;
ANTWERPEN QUAY 1700/1742;FOR;GRANOLLERS;FOT;3;4;613;613;918;918;918;918;744;744;1018;1018;1018;1018;744;744;1018;1018;1018;1018;744;744;1018;1018;1018;1018;;;;;;;;;;;
GRANOLLERS;FOT;ANTWERPEN QUAY 1700/1742;FOR;3;4;613;613;918;918;918;918;744;744;1018;1018;1018;1018;744;744;1018;1018;1018;1018;744;744;1018;1018;1018;1018;;;;;;;;;;;
ANTWERPEN QUAY 1700/1742;FOR;TARRAGONA CONSTANTÍ;FOT;3;4;632;632;1023;1023;1023;1023;;;;;;;;;;;;;1077;1077;1279;1279;1279;1279;;;;;;;;;;;
TARRAGONA CONSTANTÍ;FOT;ANTWERPEN QUAY 1700/1742;FOR;3;4;632;632;1023;1023;1023;1023;;;;;;;;;;;;;1077;1077;1279;1279;1279;1279;;;;;;;;;;;
ANTWERPEN MAINHUB;FOT;TARRAGONA CONSTANTÍ;FOT;3;4;597;597;988;988;988;988;;;;;;;;;;;;;1037;1037;1239;1239;1239;1239;;;;;;;;;;;
TARRAGONA CONSTANTÍ;FOT;ANTWERPEN MAINHUB;FOT;3;4;597;597;988;988;988;988;;;;;;;;;;;;;1037;1037;1239;1239;1239;1239;;;;;;;;;;;
ANTWERPEN MAINHUB;FOT;MADRID ABROÑIGAL;FOT;3;4;661;661;1065;1065;1065;1065;661;661;1065;1065;1065;1065;661;661;1065;1065;1065;1065;666;666;1074;1074;1074;1074;742;742;1241;1241;1241;1241;;;;;
MADRID ABROÑIGAL;FOT;ANTWERPEN MAINHUB;FOT;3;4;661;661;1065;1065;1065;1065;661;661;1065;1065;1065;1065;661;661;1065;1065;1065;1065;666;666;1074;1074;1074;1074;742;742;1241;1241;1241;1241;;;;;
ANTWERPEN MAINHUB;FOT;HENDAYE;FOT;3;4;499;499;790;790;790;790;499;499;790;790;790;790;499;499;790;790;790;790;685;685;811;811;811;811;721;721;889;889;889;889;;;;;
HENDAYE;FOT;ANTWERPEN MAINHUB;FOT;3;4;499;499;790;790;790;790;499;499;790;790;790;790;499;499;790;790;790;790;685;685;811;811;811;811;721;721;889;889;889;889;;;;;
ROTTERDAM RSC;FOT;MADRID ABROÑIGAL;FOT;3;4;786;786;1190;1190;1190;1190;786;786;1190;1190;1190;1190;786;786;1190;1190;1190;1190;791;791;1199;1199;1199;1199;867;867;1366;1366;1366;1366;;;;;
MADRID ABROÑIGAL;FOT;ROTTERDAM RSC;FOT;3;4;786;786;1190;1190;1190;1190;786;786;1190;1190;1190;1190;786;786;1190;1190;1190;1190;791;791;1199;1199;1199;1199;867;867;1366;1366;1366;1366;;;;;
ROTTERDAM RSC;FOT;HENDAYE;FOT;3;4;624;624;915;915;915;915;624;624;915;915;915;915;624;624;915;915;915;915;810;810;936;936;936;936;846;846;1014;1014;1014;1014;;;;;
HENDAYE;FOT;ROTTERDAM RSC;FOT;3;4;624;624;915;915;915;915;624;624;915;915;915;915;624;624;915;915;915;915;810;810;936;936;936;936;846;846;1014;1014;1014;1014;;;;;
ROTTERDAM RSC;FOT;GRANOLLERS;FOT;3;4;710;710;1015;1015;1015;1015;710;710;1015;1015;1015;1015;710;710;1015;1015;1015;1015;836;836;1110;1110;1110;1110;1175;1175;1175;1175;1175;1175;;;;;
GRANOLLERS;FOT;ROTTERDAM RSC;FOT;3;4;710;710;1015;1015;1015; ;710;710;1015;1015;1015;1015;710;710;1015;1015;1015;1015;836;836;1110;1110;1110;1110;1175;1175;1175;1175;1175;1175;;;;;
ROTTERDAM RSC;FOT;TARRAGONA CONSTANTÍ;FOT;3;4;722;722;1113;1113;1113;1113;722;722;1113;1113;1113;1113;722;722;1113;1113;1113;1113;1162;1162;1364;1364;1364;1364;1369;1369;1608;1608;1608;1608;;;;;
TARRAGONA CONSTANTÍ;FOT;ROTTERDAM RSC;FOT;3;4;722;722;1113;1113;1113;1113;722;722;1113;1113;1113;1113;722;722;1113;1113;1113;1113;1162;1162;1364;1364;1364;1364;1369;1369;1608;1608;1608;1608;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEMAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' F (<8tn);20' F (<8tn);20' F (<34tn);20' F (<34tn);20' F (<34tn);20' F (<34tn);25' F (<8tn);25' F (<8tn);25' F (<34tn);25' F (<34tn);25' F (<34tn);25' F (<34tn);30' F (<8tn);30' F (<8tn);30' F (<34tn);30' F (<34tn);30' F (<34tn);30' F (<34tn);40' F (<8tn);40' F (<8tn);40' F (<34tn);40' F (<34tn);40' F (<34tn);40' F (<34tn);45' F (<8tn);45' F (<8tn);45' F (<34tn);45' F (<34tn);45' F (<34tn);45' F (<34tn);;;;;
BARCELONA MORROT;;BUSTO;;3;2;515;515;815;815;815;815;;;;;;;515;515;815;815;815;815;630;630;840;840;840;840;630;630;840;840;840;840;;;;;
BUSTO;;BARCELONA MORROT;;3;2;515;515;815;815;815;815;;;;;;;515;515;815;815;815;815;630;630;840;840;840;840;630;630;840;840;840;840;;;;;
MILANO SMISTAMENTO;;BARI SCALO FERRUCCIO;;2;3;255;255;302;422;471;544;255;255;302;422;471;544;302;302;422;422;471;544;422;422;422;544;544;544;422;422;422;544;544;544;;;;;
BARI SCALO FERRUCCIO;;MILANO SMISTAMENTO;;3;3;255;255;302;422;471;544;255;255;302;422;471;544;302;302;422;422;471;544;422;422;422;544;544;544;422;422;422;544;544;544;;;;;
MILANO SMISTAMENTO;;MADDALONI MARCIANISE;;2;5;255;255;302;422;471;544;255;255;302;422;471;544;302;302;422;422;471;544;422;422;422;544;544;544;422;422;422;544;544;544;;;;;
MADDALONI MARCIANISE;;MILANO SMISTAMENTO;;2;5;255;255;302;422;471;544;255;255;302;422;471;544;302;302;422;422;471;544;422;422;422;544;544;544;422;422;422;544;544;544;;;;;
MILANO SMISTAMENTO;;POMEZIA S. PALOMBA;;2;5;255;255;300;413;459;526;255;255;300;413;459;526;300;300;413;413;459;526;391;391;413;540;540;540;391;391;413;540;540;540;;;;;
POMEZIA S. PALOMBA;;MILANO SMISTAMENTO;;2;5;255;255;300;413;459;526;255;255;300;413;459;526;300;300;413;413;459;526;391;391;413;540;540;540;391;391;413;540;540;540;;;;;
MILANO SMISTAMENTO;;CATANIA BICOCCA;;3;5;494;494;592;711;946;1064;494;494;592;711;946;1064;494;494;651;711;946;1064;888;888;946;1243;1243;1243;888;888;946;1243;1243;1243;;;;;
CATANIA BICOCCA;;MILANO SMISTAMENTO;;3;5;494;494;592;711;946;1064;494;494;592;711;946;1064;494;494;651;711;946;1064;888;888;946;1243;1243;1243;888;888;946;1243;1243;1243;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RENFE MERCANCÍAS/MEDWAY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F;20' F;;;;;;;30' E;30' F;30' F;30' F;30' F;30' F;40' E;40' F;40' F;40' F;40' F;40' F;45' E;45' F;45' F;45' F;45' F;45' F;30;;;;
BOBADELA;FOR;MADRID ABROÑIGAL;FOR;2;2;294;432;432;432;432;432;;;;;;;395;493;493;493;493;493;486;498;498;498;498;498;498;498;498;498;498;498;30;;;;
MADRID ABROÑIGAL;FOR;BOBADELA;FOR;2;2;294;432;432;432;432;432;;;;;;;395;493;493;493;493;493;486;498;498;498;498;498;498;498;498;498;498;498;30;;;;
BOBADELA;FOR;ZARAGOZA PLAZA;FOR;3;2;334;480;480;480;480;480;;;;;;;419;535;535;535;535;535;592;654;654;654;654;654;654;654;654;654;654;654;30;;;;
ZARAGOZA PLAZA;FOR;BOBADELA;FOR;3;2;334;480;480;480;480;480;;;;;;;419;535;535;535;535;535;592;654;654;654;654;654;654;654;654;654;654;654;30;;;;
LEIXOES;FOR;MADRID ABROÑIGAL;FOR;3;2;304;468;468;468;468;468;;;;;;;433;506;506;506;506;506;498;599;599;599;599;599;599;599;599;599;599;599;30;;;;
MADRID ABROÑIGAL;FOR;LEIXOES;FOR;3;2;304;468;468;468;468;468;;;;;;;433;506;506;506;506;506;498;599;599;599;599;599;599;599;599;599;599;599;30;;;;
LEIXOES;FOR;ZARAGOZA PLAZA;FOR;4;2;329;499;499;499;499;499;;;;;;;415;580;580;580;580;580;543;684;684;684;684;684;684;684;684;684;684;684;30;;;;
ZARAGOZA PLAZA;FOR;LEIXOES;FOR;4;2;329;499;499;499;499;499;;;;;;;415;580;580;580;580;580;543;684;684;684;684;684;684;684;684;684;684;684;30;;;;
BARCELONA MORROT;FOT;LEIXOES;FOR;6;2;571,25;780,93;780,93;809,59;834,66;888,4;;;;;;;724,61;847,59;847,59;847,59;872,66;926,4;810,93;965,66;965,66;965,66;965,66;1019,4;957,6;1019,4;1019,4;1019,4;1019,4;1019,4;30;;;;
LEIXOES;FOR;BARCELONA MORROT;FOT;6;2;508,39;706,99;706,99;728,71;747,7;788,41;;;;;;;655,85;766,71;766,71;766,71;785,7;826,41;736,99;878,7;878,7;878,7;878,7;919,41;872,6;919,41;919,41;919,41;919,41;919,41;30;;;;
BARCELONA MORROT;FOT;BOBADELA;FOR;5;2;561,25;744,93;744,93;773,59;798,66;852,4;;;;;;;686,61;834,59;834,59;834,59;859,66;913,4;798,93;864,66;864,66;864,66;864,66;918,4;856,6;918,4;918,4;918,4;918,4;918,4;30;;;;
BOBADELA;FOR;BARCELONA MORROT;FOT;5;2;498,39;670,99;670,99;692,71;711,7;752,41;;;;;;;617,85;753,71;753,71;753,71;772,7;813,41;724,99;777,7;777,7;777,7;777,7;818,41;771,6;818,41;818,41;818,41;818,41;818,41;30;;;;
TARRAGONA CONSTANTÍ;FOT;LEIXOES;FOR;6;2;523,02;724,91;724,91;748,68;769,49;814,06;;;;;;;672,23;786,68;786,68;786,68;807,49;852,06;754,91;900,49;900,49;900,49;900,49;945,06;893,8;945,06;945,06;945,06;945,06;945,06;30;;;;
LEIXOES;FOR;TARRAGONA CONSTANTÍ;FOT;6;2;492,86;689,42;689,42;709,86;727,74;766,06;;;;;;;639,23;747,86;747,86;747,86;765,74;804,06;719,42;858,74;858,74;858,74;858,74;897,06;852,99;897,06;897,06;897,06;897,06;897,06;30;;;;
TARRAGONA CONSTANTÍ;FOT;BOBADELA;FOR;5;2;513,02;688,91;688,91;712,68;733,49;778,06;;;;;;;634,23;773,68;773,68;773,68;794,49;839,06;742,91;799,49;799,49;799,49;799,49;844,06;792,8;844,06;844,06;844,06;844,06;844,06;30;;;;
BOBADELA;FOR;TARRAGONA CONSTANTÍ;FOT;5;2;482,86;653,42;653,42;673,86;691,74;730,06;;;;;;;601,23;734,86;734,86;734,86;752,74;791,06;707,42;757,74;757,74;757,74;757,74;796,06;751,99;796,06;796,06;796,06;796,06;796,06;30;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JSV LOGISTIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F;20' F;;;;;;;;;;;;;40' E;40' F;40' F;40' F;40' F;40' F;;;;;;;;;;;
BARCELONA BEST;FOT;MIRANDA DE EBRO;FOT;2;1;145;260;260;260;260;260;;;;;;;;;;;;;245;320;320;320;320;320;;;;;;;30;;;;
MIRANDA DE EBRO;FOT;BARCELONA BEST;FOT;2;1;145;260;260;260;260;260;;;;;;;;;;;;;245;320;320;320;320;320;;;;;;;30;;;;
BARCELONA APM TERMINAL;FOT;MIRANDA DE EBRO;FOT;2;1;145;260;260;260;260;260;;;;;;;;;;;;;245;320;320;320;320;320;;;;;;;30;;;;
MIRANDA DE EBRO;FOT;BARCELONA APM TERMINAL;FOT;2;1;145;260;260;260;260;260;;;;;;;;;;;;;245;320;320;320;320;320;;;;;;;30;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MODAL OUEST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F;20' F;;;;;;;30' E;30' F;30' F;30' F;30' F;30' F;40' E;40' F;40' F;40' F;40' F;40' F;45' E;45' F;45' F;45' F;45' F;45' F;;;;;
PERPIGNAN;FOT;NIORT ST FLORENT;FOT;3;3;310;360;360;360;360;360;;;;;;;330;380;380;380;380;380;410;460;460;460;460;460;410;460;460;460;460;460;;;;;
NIORT ST FLORENT;FOT;PERPIGNAN;FOT;2;3;310;360;360;360;360;360;;;;;;;330;380;380;380;380;380;410;460;460;460;460;460;410;460;460;460;460;460;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GREENMODAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F;20' F;;;;;;;30' E;30' F;30' F;30' F;30' F;30' F;40' E;40' F;40' F;40' F;40' F;40' F;;;;;;;;;;;
ANTWERPEN COMBINANT;FOT;MARSEILLE (QUAYS);FOR;3;5;578;729;729;729;729;729;;;;;;;742;934;934;934;934;934;762;1082;1082;1082;1082;1082;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;ANTWERPEN COMBINANT;FOT;3;5;578;729;729;729;729;729;;;;;;;742;934;934;934;934;934;762;1082;1082;1082;1082;1082;;;;;;;;;;;
ANTWERPEN COMBINANT;FOT;MARSEILLE CANET;FOT;3;5;578;729;729;729;729;729;;;;;;;742;934;934;934;934;934;762;1082;1082;1082;1082;1082;;;;;;;;;;;
MARSEILLE CANET;FOT;ANTWERPEN COMBINANT;FOT;3;5;578;729;729;729;729;729;;;;;;;742;934;934;934;934;934;762;1082;1082;1082;1082;1082;;;;;;;;;;;
DUISBURG RUHRORT HAFEN;FOT;MARSEILLE (QUAYS);FOR;3;3;599;803;803;803;803;803;;;;;;;783;967;967;967;967;967;908;1011;1011;1011;1011;1011;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;DUISBURG RUHRORT HAFEN;FOT;3;3;599;803;803;803;803;803;;;;;;;783;967;967;967;967;967;908;1011;1011;1011;1011;1011;;;;;;;;;;;
DUISBURG RUHRORT HAFEN;FOT;MARSEILLE CANET;FOT;3;3;599;803;803;803;803;803;;;;;;;783;967;967;967;967;967;908;1011;1011;1011;1011;1011;;;;;;;;;;;
MARSEILLE CANET;FOT;DUISBURG RUHRORT HAFEN;FOT;3;3;599;803;803;803;803;803;;;;;;;783;967;967;967;967;967;908;1011;1011;1011;1011;1011;;;;;;;;;;;
HAMBURG BILLWERDER;FOT;MARSEILLE (QUAYS);FOR;3;3;679;806;806;806;806;806;;;;;;;843;1030;1030;1030;1030;1030;1091;1188;1188;1188;1188;1188;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;HAMBURG BILLWERDER;FOT;3;3;679;806;806;806;806;806;;;;;;;843;1030;1030;1030;1030;1030;1091;1188;1188;1188;1188;1188;;;;;;;;;;;
HAMBURG BILLWERDER;FOT;MARSEILLE CANET;FOT;3;3;679;806;806;806;806;806;;;;;;;843;1030;1030;1030;1030;1030;1091;1188;1188;1188;1188;1188;;;;;;;;;;;
MARSEILLE CANET;FOT;HAMBURG BILLWERDER;FOT;3;3;679;806;806;806;806;806;;;;;;;843;1030;1030;1030;1030;1030;1091;1188;1188;1188;1188;1188;;;;;;;;;;;
LE HAVRE (QUAYS);FOR;MARSEILLE (QUAYS);FOR;4;3;465;676;676;676;676;676;;;;;;;610;977;977;977;977;977;610;977;977;977;977;977;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;LE HAVRE (QUAYS);FOR;4;3;465;501;501;501;501;501;;;;;;;610;850;850;850;850;850;610;850;850;850;850;850;;;;;;;;;;;
LE HAVRE (QUAYS);FOR;MARSEILLE CANET;FOT;4;3;465;676;676;676;676;676;;;;;;;610;977;977;977;977;977;610;977;977;977;977;977;;;;;;;;;;;
MARSEILLE CANET;FOT;LE HAVRE (QUAYS);FOR;4;3;465;501;501;501;501;501;;;;;;;610;850;850;850;850;850;610;850;850;850;850;850;;;;;;;;;;;
LUDWIGSHAFEN;FOT;MARSEILLE (QUAYS);FOR;2;3;427;701;701;701;701;701;;;;;;;461;772;772;772;772;772;646;891;891;891;891;891;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;LUDWIGSHAFEN;FOT;2;3;427;701;701;701;701;701;;;;;;;461;772;772;772;772;772;646;891;891;891;891;891;;;;;;;;;;;
LUDWIGSHAFEN;FOT;MARSEILLE CANET;FOT;2;3;427;701;701;701;701;701;;;;;;;461;772;772;772;772;772;646;891;891;891;891;891;;;;;;;;;;;
MARSEILLE CANET;FOT;LUDWIGSHAFEN;FOT;2;3;427;701;701;701;701;701;;;;;;;461;772;772;772;772;772;646;891;891;891;891;891;;;;;;;;;;;
ROTTERDAM RSC;FOT;MARSEILLE (QUAYS);FOR;3;3;664;800;800;800;800;800;;;;;;;892;1019;1019;1019;1019;1019;942;1135;1135;1135;1135;1135;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;ROTTERDAM RSC;FOT;3;3;664;800;800;800;800;800;;;;;;;892;1019;1019;1019;1019;1019;942;1135;1135;1135;1135;1135;;;;;;;;;;;
ROTTERDAM RSC;FOT;MARSEILLE CANET;FOT;3;3;664;800;800;800;800;800;;;;;;;892;1019;1019;1019;1019;1019;942;1135;1135;1135;1135;1135;;;;;;;;;;;
MARSEILLE CANET;FOT;ROTTERDAM RSC;FOT;3;3;664;800;800;800;800;800;;;;;;;892;1019;1019;1019;1019;1019;942;1135;1135;1135;1135;1135;;;;;;;;;;;
ZEEBRUGGE BRITTANIA;FOT;MARSEILLE (QUAYS);FOR;3;3;654;758;758;758;758;758;;;;;;;892;1005;1005;1005;1005;1005;900;1120;1120;1120;1120;1120;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;ZEEBRUGGE BRITTANIA;FOT;3;3;654;758;758;758;758;758;;;;;;;892;1005;1005;1005;1005;1005;900;1120;1120;1120;1120;1120;;;;;;;;;;;
ZEEBRUGGE BRITTANIA;FOT;MARSEILLE CANET;FOT;3;3;654;758;758;758;758;758;;;;;;;892;1005;1005;1005;1005;1005;900;1120;1120;1120;1120;1120;;;;;;;;;;;
MARSEILLE CANET;FOT;ZEEBRUGGE BRITTANIA;FOT;3;3;654;758;758;758;758;758;;;;;;;892;1005;1005;1005;1005;1005;900;1120;1120;1120;1120;1120;;;;;;;;;;;
LYON PEH;FOT;MARSEILLE (QUAYS);FOR;2;5;281;310;310;310;310;310;;;;;;;331;360;360;360;360;360;331;360;360;360;360;360;;;;;;;;;;;
MARSEILLE (QUAYS);FOR;LYON PEH;FOT;2;5;206;240;240;240;240;240;;;;;;;270;330;330;330;330;330;270;330;330;330;330;330;;;;;;;;;;;
LYON PEH;FOT;MARSEILLE CANET;FOT;2;5;281;310;310;310;310;310;;;;;;;331;360;360;360;360;360;331;360;360;360;360;360;;;;;;;;;;;
MARSEILLE CANET;FOT;LYON PEH;FOT;2;5;206;240;240;240;240;240;;;;;;;270;330;330;330;330;330;270;330;330;330;330;330;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
